"FieldId","FieldName","FieldType","UsageCount","MigrationPriority","IsSearchable","ClauseNames"
"customfield_10215","Benefits","Error","-1","UNKNOWN","False","Error"
"customfield_10579","Service (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_11664","Risk and Impact Analysis (migrated) (migrated) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10320","UAT or Validate Results","Error","-1","UNKNOWN","False","Error"
"customfield_10683","Configuration Item ID","Error","-1","UNKNOWN","False","Error"
"customfield_10321","Communicated in Training Deck?","Error","-1","UNKNOWN","False","Error"
"customfield_10209","Freeze Approval Date","Error","-1","UNKNOWN","False","Error"
"customfield_11771","Deployment Closing Validation","Error","-1","UNKNOWN","False","Error"
"customfield_10682","Risk and Impact Analysis (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10685","Modeling Accounting Approver","Error","-1","UNKNOWN","False","Error"
"customfield_10323","Training department","Error","-1","UNKNOWN","False","Error"
"customfield_10686","Risk Approver Required","Error","-1","UNKNOWN","False","Error"
"customfield_10200","Approvers: QA","Error","-1","UNKNOWN","False","Error"
"customfield_10322","Policy and Procedure Impact","Error","-1","UNKNOWN","False","Error"
"customfield_10201","Approvers: UAT","Error","-1","UNKNOWN","False","Error"
"customfield_10208","Freeze Approver","Error","-1","UNKNOWN","False","Error"
"customfield_10205","Approvers: Code Review","Error","-1","UNKNOWN","False","Error"
"customfield_11779","Impact","Error","-1","UNKNOWN","False","Error"
"customfield_11416","Start Date (migrated) (migrated)","Error","-1","UNKNOWN","False","Error"
"customfield_10324","Targeted Communication Outside of Training Deck?","Error","-1","UNKNOWN","False","Error"
"customfield_10204","Approvers: Design Review","Error","-1","UNKNOWN","False","Error"
"customfield_10325","Problem Ticket ID","Error","-1","UNKNOWN","False","Error"
"customfield_10327","Deployed to Pricing","Error","-1","UNKNOWN","False","Error"
"customfield_10207","Task Approval Date","Error","-1","UNKNOWN","False","Error"
"customfield_10328","Deployed to Pricing Status","Error","-1","UNKNOWN","False","Error"
"customfield_10326","Problem Severity","Error","-1","UNKNOWN","False","Error"
"customfield_10206","Task Approver","Error","-1","UNKNOWN","False","Error"
"customfield_11778","Vulnerability","Error","-1","UNKNOWN","False","Error"
