"ProjectId","ProjectKey","ProjectName","ProjectTypeKey","ProjectCategory","Description","Lead","LeadEmail","AssigneeType","AvatarUrls","ProjectKeys","Simplified","Style","IsPrivate","Properties","EntityId","UUID"
"10380","AUT","Auto","software","Auto Purchase Program","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}",,
"10285","AUTO","Auto Purchase Loan Origination","software","Auto Purchase Program","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10346","BPP","Baseline PL Pilot","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412","","False","classic","False","{}",,
"10512","BDME","Business Data Management Execution","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415","","False","classic","False","{}",,
"10184","BINT","Business Intelligence","software","Data Factory","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10424","","False","classic","False","{}",,
"10400","BOKR","Business OKRs","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10268","CCAL","C&A - Credit & Analytics Lane","software","Credit and Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416","","False","classic","False","{}",,
"10187","CRSK","C&A - Credit Risk Management","software","Credit and Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10407","","False","classic","False","{}",,
"10345","CER","C&A - Enterprise Releases","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10253","CES","C&A - Execution Services","software","Credit and Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10254","CMF","C&A - Model Factory","software","Credit and Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10350","CMT","C&A - Model Tracking","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"10154","PRICE","C&A - Pricing  Innovations","software","Credit and Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"10255","CPE","C&A - Pricing Enhancements","software","Credit and Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10378","CRSKM","CA - Credit Risk Management","software","Credit and Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10408","","False","classic","False","{}",,
"10354","NELT","CAFES","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10262","CAPP","CAPP - Centralized Auto Purchase Program Lane","software","Auto Purchase Program","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10327","CSTN","Capstone","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425","","False","classic","False","{}",,
"10109","CAR","Cards","software","Cards Program","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10614","","False","classic","False","{}",,
"10388","CARD","Cards (new)","software","Cards Program","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10634","","False","classic","False","{}",,
"10256","CDL","Cards Data Lake","software","Cards Program","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"10361","CSF","CARDS SF Deployments","software","Cards Program","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10418","","False","classic","False","{}",,
"10275","CFOPS","CFOPS - Customer Facing Applications Lane","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10108","DOPS","CFOPS-DBE Operations","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10407","","False","classic","False","{}",,
"10133","TDC","CFOPS-Tech Debt Council","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10606","","False","classic","False","{}",,
"10352","CMP","Change Management Practice","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}",,
"10261","CLFM","Class Forms","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10185","CLSS","CLASS System","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416","","False","classic","False","{}",,
"10112","CI","Cloud Infrastructure","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402","","False","classic","False","{}",,
"10359","CISRE","Cloud Infrastructure - SRE","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10619","","False","classic","False","{}",,
"10297","CBNO","CNSS - Branch Network Operations","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10302","CNO","CNSS - CNSS Old","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10421","","False","classic","False","{}",,
"10299","CCOL","CNSS - Collaboration","software","Network and Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412","","False","classic","False","{}",,
"10301","CDO","CNSS - DCOM Old","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10298","CEUX","CNSS - End User Experience","software","Network and Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10295","CNA","CNSS - Network Architecture","software","Network and Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10414","","False","classic","False","{}",,
"10294","CNE","CNSS - Network Engineering","software","Network and Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10296","CNS","CNSS - Network Security","software","Network and Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10242","CNSS","CNSS - Network Services and Communication Lane","software","Network and Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412","","False","classic","False","{}",,
"10188","DCOM","CNSS - Telephony","software","Network and Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415","","False","classic","False","{}",,
"10412","CE","Collections Execution","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404","","False","classic","False","{}",,
"10110","CDA","Comm Data Analytics","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10420","","False","classic","False","{}",,
"10303","MCLNE","Comms  - Comms Lane","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412","","False","classic","False","{}",,
"10308","MCARD","Comms - Cards","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409","","False","classic","False","{}",,
"10349","MCCP","Comms - Customer Preferences","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10309","MCLD","Comms - Data Product","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"10305","MCACQ","Comms - Loan Acquisition","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10304","MCORG","Comms - Loan Origination","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"10307","MCCOL","Comms - Loan SVC Collections","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425","","False","classic","False","{}",,
"10306","MCENG","Comms - Loan SVC Engagement","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"11007","COM","COMMS Outbound Messages","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402","","False","classic","False","{}",,
"10120","COMMS","Communications","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10392","COMP","Compliance","software","Regulatory and Compliance","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10259","CACC","Compliance Analytics Change Control","software","Data Factory","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415","","False","classic","False","{}",,
"10404","CUSD","Consumer Domain","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10382","COR","COR","software","Core Systems","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425","","False","classic","False","{}",,
"10179","CSYS","Corporate Systems","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"10358","CAPE","Credit & Analytics Pricing Enhancements","software","Credit and Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10398","CCP","Credit Cards PCO","software","Cards Program","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10168","CRC","Credit Risk Cards","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411","","False","classic","False","{}",,
"10315","CTECH","CTECH - Cyber Technology","software","Cyber Technology","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10408","","False","classic","False","{}",,
"10237","CARC","CTECH - Cybersecurity Architecture","software","Cyber Technology","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416","","False","classic","False","{}",,
"10239","COPS","CTECH - Cybersecurity Operations","software","Cyber Technology","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}",,
"10316","CAPS","CTECH- Cybersecurity Appsec","software","Cyber Technology","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404","","False","classic","False","{}",,
"10317","CACS","CTECH- Cybersecurity Cloudsec","software","Cyber Technology","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10379","MCCE","Customer Comms Engineering","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10417","","False","classic","False","{}",,
"10280","CUSTIAM","Customer Identity and Access Management","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"10360","CJI","Customer Journey Intelligence","software","Communications","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411","","False","classic","False","{}",,
"10377","CIA","Customers Identity and Access Management","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10941","CWG","CWGMonitoring","software","Risk Analytics","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}","a8edac97-660b-4044-af95-d8383611d2e1","a8edac97-660b-4044-af95-d8383611d2e1"
"10809","CDAD","Cyber Detection and Alerting Data Lake","software","Cyber Technology","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415","","False","classic","False","{}",,
"10116","CYB","Cyber Engineering","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10402","","True","next-gen","True","{}","68e73696-6e7d-4170-9af0-8222ceb377f3","68e73696-6e7d-4170-9af0-8222ceb377f3"
"10356","CITM","Cyber Issue & Triage Management","software","Cyber Technology","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415","","False","classic","False","{}",,
"10235","CRAC","Cyber Risk and Controls","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416","","False","classic","False","{}",,
"10164","CSE","Cyber Security Engineering","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10236","CTP","Cybersecurity & Technology Programs","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"10240","CSBO","Cybersecurity Strategy & Business Operations","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10424","","False","classic","False","{}",,
"10395","CTEM","CyberSecurity Threat and Exposure Management","software","Cyber Technology","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404","","False","classic","False","{}",,
"10149","DBA","Data Platform - DBA","software","Data Factory","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10391","DP","Data Protection","software","Cyber Technology","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10241","DPG","Data Protection and Governance","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413","","False","classic","False","{}",,
"10189","DAWA","Data Warehouse","software","Data Factory","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10190","DARC","Database Architecture","software","Core Systems","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10142","DDA","DBE Data Analytics","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10412","","False","classic","False","{}",,
"10260","DSYS","DBE Design System","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416","","False","classic","False","{}",,
"10143","DIS","DBE Infrastructure Support","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10408","","True","next-gen","False","{}","aa919bd1-f853-48e6-9c49-1922cb7b25c1","aa919bd1-f853-48e6-9c49-1922cb7b25c1"
"10148","DBP","DBE Platform","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10103","DBE","DBE Team","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10402","DPB","Demo Prioritization Backlog","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425","","False","classic","False","{}",,
"10405","DS","Design System","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10363","DE","DevOps Engineering","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10397","DEP","DevOps Engineering Platform","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411","","False","classic","False","{}",,
"10376","DEPI","DevOps Platform Intake","product_discovery","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10623","","True","next-gen","False","{}","55a299d4-29d2-4203-a578-2cc1171babd4","55a299d4-29d2-4203-a578-2cc1171babd4"
"10446","DPR","DevOps Platform Roadmap","product_discovery","Platform Infrastructure and Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","True","next-gen","False","{}","df9ba6f3-cd2b-4bdd-a567-d6fada0455bd","df9ba6f3-cd2b-4bdd-a567-d6fada0455bd"
"11141","DOT","Digital Organization Training","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}","6db30671-f76f-4604-8574-9266fdbbe82b","6db30671-f76f-4604-8574-9266fdbbe82b"
"10281","DR","Disaster Recovery","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10389","DLP","DLP","software","Cyber Technology","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409","","False","classic","False","{}",,
"10353","DPSS","Document Platform Shared Service","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"10172","EI","Elastic Infrastructure","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425","","False","classic","False","{}",,
"10178","EMT","Emerging Tech","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10415","","False","classic","False","{}",,
"10371","ENGOPS","Engineering Operations","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425","","False","classic","False","{}",,
"10338","EA","Enterprise Architecture","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10413","","False","classic","False","{}",,
"10321","EMC","Enterprise Monitoring Center","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10578","EOKR","Enterprise OKRs","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10325","ERC","Enterprise Release Cadence","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10408","","False","classic","False","{}",,
"10157","ERD","Enterprise Release Distribution","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10272","ER","Enterprise Releases","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10406","","False","classic","False","{}",,
"10145","ESDL","Enterprise Services Data Lake","software","Data Factory","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10611","","False","classic","False","{}",,
"10204","ESYS","Enterprise Systems","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404","","False","classic","False","{}",,
"10270","EO","EO - Engineering Operations Lane (old)","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10117","QUAL","EO - Quality Assurance","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10419","","False","classic","False","{}",,
"10144","DTEST","EO - Test Data","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10401","","False","classic","False","{}",,
"10341","EPMC","EPM - Enterprise Patch Management and Compliance","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10423","","False","classic","False","{}",,
"10284","ESIG","ESYS - eSignature","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411","","False","classic","False","{}",,
"10282","KO","ESYS - Kofax","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10408","","False","classic","False","{}",,
"10283","MO","ESYS - Mobius","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10339","ETAC","ETAC - Enterprise Technology Audit Compliance","software","Regulatory and Compliance","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10132","EKP","EXAMPLE Kanban Project","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411","","False","classic","True","{}",,
"10191","FLDR","Field Reporting","software","Regulatory and Compliance","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10409","","False","classic","False","{}",,
"10387","FNTR","Finance Transformation","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10192","FSYS","Financial Systems","software","Core Systems","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10381","FORMS","Forms","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404","","False","classic","False","{}",,
"10390","FS","Foursight Tech/Cyber","software","Production Operations","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10421","","False","classic","False","{}",,
"10364","GENAI","GENAI","software","Productivity Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10332","GS","General Services","business","OTHER NON-ENG","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10234","IAM","Identity and Access Management","software","Identity and Access Management","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10410","","False","classic","False","{}",,
"10326","IMG","Imaging","software","Software Platforms","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10407","","False","classic","False","{}",,
"10291","BAS","INEN - Business Admin Services","software","Infrastructure Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10425","","False","classic","False","{}",,
"10139","AI","INEN - Enterprise Engineering","software","Infrastructure Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10288","ICS","INEN - I Core Systems","software","Infrastructure Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10404","","False","classic","False","{}",,
"10286","INEN","INEN - Infrastructure and Engineering Lane","software","Infrastructure Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10422","","False","classic","False","{}",,
"10290","PAS","INEN - Platform Applications Services","software","Infrastructure Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10414","","False","classic","False","{}",,
"10289","PDS","INEN - Platform Development Services","software","Infrastructure Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10414","","False","classic","False","{}",,
"11140","PSM","INEN - Production Services Mainframe","software","Infrastructure Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}","9a08960a-1372-46a7-a01f-7682995cae46","9a08960a-1372-46a7-a01f-7682995cae46"
"10287","ZCS","INEN - Z Core Systems","software","Infrastructure Engineering","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10400","","False","classic","False","{}",,
"10163","ISE","Information Security","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10414","","False","classic","False","{}",,
"10223","INI","Initiatives","software","OTHER NON-ENG","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10229","IN","Insurance","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10411","","False","classic","False","{}",,
"10195","INSO","Insurance Operations","software","Core Systems","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10403","","False","classic","False","{}",,
"10337","INTG","INTG - Integration and Orchestration Platform","software","Core Systems","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10416","","False","classic","False","{}",,
"10611","JAP","Jira Archive / Cleanup Project","software","","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10405","","False","classic","False","{}",,
"10127","JCI","Jira Cloud Implementation","software","ARCHIVED","","","",,"https://onemain.atlassian.net/rest/api/3/universal_avatar/view/type/project/avatar/10414","","False","classic","False","{}",,
